"id","tags"
"53324","formulas physics"
"53332","equivalent"
"53334","clocks measure"
"53338","confusion photons"
"53343",""
"53344","video"
"53349","water heat gas"
"53353","earth"
"53356","reference chernsimons-theory"
"53364","generation electrons time"
"53371","amplitude power"
"53374","sense solution time schrodinger-equation"
"53381",""
"53384","solution noethers-theorem equations-motion"
"53385","probability"
"53386","polarization"
"53387","electric-flux"
"53389","probability"
"53396","intensity electromagnetic-wave"
"53400","particle solution wavelength size upper-limit"
"53401","clarification factors lorentz-force"
"53403","electron center uniform-magnetic magnetic-field"
"53407","data quantum-entanglement"
"53408","angles torque transform euler"
"53411","question escape-velocity"
"53418","acceleration plane electric-field"
"53421","constant torque dc motor"
"53422","particles electrons"
"53423","matter definition factor"
"53424","decay"
"53425","quantum"
"53427","increase photon rest-mass"
"53428","relationship lifetime pi heisenberg-uncertainty"
"53429","function state mass determine particle"
"53430","solutions schrodinger-equation free-particle"
"53442","experimentally"
"53447","thermodynamics heat physical-laws"
"53449","camera flow water frequency affect"
"53455","example boundary-condition"
"53462","representations vector group space"
"53465","proof rigid-body force-applied center-mass"
"53467","terms field-theory"
"53473","stress-tensor"
"53475","fly car"
"53482","mathematically"
"53487","charges help density electric-field"
"53493","coil computer"
"53498","process"
"53500","christoffel-symbols"
"53505","position spin quantum-entanglement quantum-measurement"
"53515","cone force-exerted"
"53516","jet liquid"
"53519","physics textbook"
"53520","energy emission"
"53521","box particles position boundary-conditions"
"53526","coupling interactions model constants calculate physical-meaning"
"53527","resistors values resistor current-voltage"
"53528","mass quark"
"53530","jumping"
"53534","field lorentz-transformation"
"53538","calculation moment"
"53539","modelling"
"53541","test charge"
"53558","electrons collide"
"53563","radial schrodinger-equation"
"53566","human"
"53574","spacetime gravitational-wave solar-system"
"53581","efficiency parameters standard-model"
"53582","strength relationship space gravity radius space-station"
"53584","space path"
"53587","forward movement space"
"53593","problem vector"
"53596","step barrier particle"
"53600","questions resonance"
"53602","time movement"
"53608","representation wave"
"53611","transition delta energy-required photon-energy"
"53615","image vectors software"
"53620","acceleration velocity perpendicular space"
"53625","dot"
"53627","electric-field"
"53631","electrons circuit"
"53636",""
"53638","big-bang"
"53642","systems power"
"53643","lower temperature symmetry phase example"
"53645","spacetime structure negative-energy"
"53647","ratio shift chemical pressure products equilibrium"
"53648","doesnt positive orbit start"
"53649","electron mass"
"53653","matrix pauli"
"53655","efficiency"
"53663","physics solid-state"
"53667","sun energy"
"53671","motion formalism solution"
"53672",""
"53675","bosonic-string"
"53676","constraint cosmology"
"53680","piece force iron electromagnet"
"53682",""
"53690","problem initial-velocity projectile-motion"
"53691","three pendulum"
"53697","energy fusion"
"53699","hall"
"53700","car"
"53703","beam photon"
"53706","projectile-motion"
"53707","mass block inclined-plane"
"53708","work"
"53716","things electron detector"
"53717","spring mass"
"53724","function"
"53726","field inflation"
"53731","fourier expansion quantum-field field-theory"
"53733","photon"
"53734","symmetry"
"53738","physics solid-state"
"53739","magnitude noise fourier-transform"
"53740","heat difference temperature"
"53742","electron frequency"
"53749","material"
"53752","point rod normal-modes"
"53757",""
"53758","greater times water ground atmospheric-pressure"
"53759","definition"
"53767","total background"
"53768","cft"
"53769","coordinates coefficients"
"53775","disk energy-transfer"
"53776","earths electric-charge"
"53777",""
"53784","symmetry"
"53790","lower second atom higher excited-state photon-energy"
"53794","representation identity"
"53799","water angle changes"
"53800","formula"
"53802","delta uncertainty-principle"
"53813","terms geometry book general-relativity"
"53815","electrodynamics gauge"
"53816","laser intensity field frequency ground-state will-happen hydrogen-atom"
"53817","production particle"
"53818","estimate scale"
"53819","acceleration increase"
"53825","quantum-mechanics interpretation-quantum"
"53827","definition relation entropy law-thermodynamics statistical-mechanics"
"53828","beta functions statistical-mechanics"
"53831","convert energy power"
"53838","force planck significance"
"53839","charges circuit condition"
"53840","circuits work symmetry"
"53843","position angular-velocity"
"53849","power magnetic-field"
"53852","faster time proper speed"
"53856","dimension trace"
"53861","better laser three energy-levels"
"53866","experiment wave-function"
"53867","water"
"53869","photons"
"53873","wires result circuit"
"53875","components gravitational-wave"
"53877","direction"
"53878","load travel fast driven motor"
"53882","direction time general-relativity"
"53883","life radiation"
"53886","compute system"
"53889","time area"
"53893","rotating-frame"
"53894","objects fields"
"53897","car newton law-motion"
"53899","formula dimensions path"
"53900","focus telescope"
"53912","potential scalar-field"
"53913","photon"
"53916","explain electric-fields"
"53917","symmetries superposition"
"53925","works mass spectroscopy"
"53932","spin gauge"
"53933","spaces euclidean space divergence theorem"
"53934","problem lorentz-transformation"
"53939","pull train generate"
"53941","wall work"
"53944","electron orbits height"
"53949","metal idea sense"
"53950","geometry books best string-theory"
"53956","permanent-magnet magnetic-field"
"53957","light frequency"
"53959","duality waveparticle-duality"
"53960","integration expansion"
"53964","work measurements doppler"
"53966",""
"53973","equations einsteins"
"53975","speed torque"
"53980","newton mass systems second-law"
"53982","operators spin second-quantization"
"53986","force curve field"
"53991","theory"
"53993","functions thermal representation trouble"
"53996","susy qed"
"53999","application quantum-mechanics"
"54003","particle energy protons forms electrons"
"54007","number"
"54010",""
"54011","position moment force center pressure"
"54015","presence battery series circuit change"
"54019","velocity distribution"
"54021","equations schroedinger-equation"
"54025","thrust drag weight forces"
"54030","energy simulation fluctuations molecular-dynamics"
"54032","environment light photons"
"54042","eulerlagrange system"
"54044","direction time statistical-mechanics"
"54045","notation"
"54047","mechanics better acceleration"
"54048","altitude ice pressure pole surface"
"54052","doubleslit-experiment"
"54058","field energy virtual-photons"
"54062","particle-physics"
"54063","operator shift calculus"
"54064","masses gravitational-force"
"54068","vector surface sources poynting-vector"
"54073","cant geometric wave"
"54074","gas"
"54078","distance person ratio mirror"
"54080","mechanics continuum dispersion-relation"
"54081","lower higher electric-potential"
"54087","explosion event"
"54089","term"
"54090","drop contact angle surface"
"54095","wheel curve"
"54096","series pulse experiment design infinite"
"54101","radius curvature-tensor"
"54102","bomb stronger"
"54110","qft fermion coupling"
"54112","water fall"
"54113","slower faster forces"
"54114","dc circuit"
"54117","operator creation-annihilation"
"54124","moment scale relation cmb"
"54125","velocity"
"54126","quantum masses strings"
"54128","radiation presence"
"54130","solution hydrogen-atom"
"54135","conductors electromagnetic-wave"
"54141",""
"54145","vehicle launch moon"
"54149","invariance galilean faradays-law"
"54150","car"
"54154","operator implications"
"54158","force relationship mass-energy"
"54162","photon experience space-time"
"54167","black-hole dark-energy"
"54170","scalar-field field-theory"
"54176","require theory scalar-field"
"54181","moment black-hole"
"54184","nature property uncertainty-principle"
"54188","collision problem force"
"54194","newtons-laws"
"54195","feynmans slit-experiment double-slit"
"54200","calculate dependence gap temperature"
"54201","polarization measurement"
"54204","control circuit"
"54205","stability"
"54207","velocity"
"54208","angular-momentum"
"54211","creation-annihilation annihilation-operators"
"54218","quantum"
"54229",""
"54230","wheel car direction friction"
"54236","rangle langle"
"54240","versus inflation quantum-entanglement early-universe"
"54245","light projection"
"54246","psi t factor wave-function"
"54251","rule quantum-mechanics"
"54253","gauge-group"
"54259","newtonian-mechanics"
"54262",""
"54263","acceleration universe"
"54264","photons momentum"
"54268","question"
"54269","fast"
"54271",""
"54272","functions expansion wave-function"
"54275","emission"
"54278","motion planet launch"
"54279","lorentz-invariance gauge-theories"
"54281","operator interaction"
"54283","electromagnetism quantum-field field-theory"
"54286","column top velocity higher hot-air"
"54289","energy fluid"
"54290","quantities waves"
"54296","strings equation-state"
"54298","projectile video calculate coordinates correct"
"54299","semiconductor potential deformation"
"54301","electric-field field-lines"
"54305","pressure potential flow field"
"54306","calculation material number density"
"54309","oscillations particle"
"54312","dark-matter"
"54313","radiation horizon"
"54314","detector flight slit-experiment double-slit"
"54316","gas square speed"
"54317","limit string-theory general-relativity"
"54321","question"
"54323","collision photons"
"54334","units bound"
"54335","displacement time speed"
"54337","vibration potential-energy"
"54342","law derivation"
"54344","electric-field"
"54349","landau pole standard-model"
"54351","calculation symmetries"
"54352","space influence air-resistance"
"54354","behaviour qft"
"54359","phonon"
"54360","wave-propagation sound-wave"
"54366","quantum-entanglement"
"54367","fermion particle majorana"
"54377","notation solution particle-box"
"54380","photons"
"54383","moment difference torque"
"54385","duality waveparticle-duality quantum-mechanics"
"54392","physics phenomena"
"54395","quarks delta model electric-charge"
"54396","provide coordinates generators example time-evolution"
"54398","empty-space"
"54399","scattering"
"54409","water plastic container exchange"
"54412","spaces number"
"54413","conservation symmetry law"
"54414","physics vector-fields"
"54415",""
"54417","behaviour"
"54422","stress strain zero imply"
"54427","quantum exist doesnt"
"54429","calculate temperature atmospheric-pressure"
"54431","images atoms"
"54437","string-theory"
"54442","singularity electric-field"
"54443","better water"
"54446","ways polarization spin"
"54448","operator quantum physical-significance"
"54451","earth moon gravitational-force"
"54452","processes momentum-conserved"
"54457","string-theory"
"54458","constant"
"54461","parameter electron alpha speed structure fine-structure"
"54466","mass particle"
"54467","magnetic-field"
"54475","dimensions time"
"54477","thrown empty-space"
"54480","variational physics"
"54481","solutions harmonic-oscillator"
"54487","earth mars"
"54490","values calculate"
"54491","speed neutrinos electromagnetic-wave"
"54493","crystal"
"54499","lorentz-transformations"
"54504","background-radiation"
"54506","spacetime string-theory"
"54508","polarization field charge distribution"
"54516","life photon"
"54517","black-holes"
"54524","find"
"54525","long observer black-hole"
"54528","water"
"54529","speed-limit speed-light"
"54531","physics depend"
"54532","satellites angular-momentum orbital-angular"
"54534","time delta free-particle wave-packet"
"54536","equivalence"
"54539","questions"
"54540","fluid density continuity-equation"
"54544","electric-field magnetic-field"
"54549","data well deep"
"54554","induction high-voltage"
"54555","alpha state decay"
"54556","intensity interference calculate waves"
"54557","explain"
"54564","electric-field field-point coulombs-law"
"54565","wavelength light refraction"
"54566","well"
"54569","question general-relativity proper-time"
"54571","beta-decay"
"54572","limits"
"54575","field"
"54576","states parity spin"
"54582","physically completely"
"54583","resistance"
"54592","difference momentum"
"54599","divergence factors"
"54603","qft sense scalar-field"
"54604","phonon momentum"
"54610","qft propagator textbook higher"
"54611","springs law hookes-law"
"54612","spectra star"
"54613","cylinder"
"54614","term level"
"54615","case magnetic-field"
"54616","turn electron pi rotation positron"
"54617","question"
"54624",""
"54627","space"
"54632","glass transitions spin ising-model"
"54634","force"
"54638","structure factor"
"54640","notation"
"54641","quantum problem example circuit"
"54642","elements space"
"54643","interaction"
"54649","charge apart"
"54650","eigenvalues"
"54655","plane point-charge"
"54656",""
"54661","ring equations"
"54667","problem conservation-laws"
"54669","geodesic"
"54673","scalar covariant-derivative"
"54674","relationship electron understand dont exclusion-principle pauli-exclusion"
"54675","physics solid-state"
"54678","steam adiabatic-expansion"
"54684","speed-sound high-speed neutron-stars speed-light"
"54688","matter shouldnt consequences experimentally space"
"54691","operator number"
"54692","free-energy boltzmann-distribution"
"54695","attract bodies gravitational-force mass-energy"
"54701","gravity"
"54704","circuit stay"
"54706","wheels choice axis-rotation"
"54708","region"
"54709","temperature time boiling-water"
"54715","rotation matrix"
"54717","highest speed time-dilation"
"54720","vector-fields"
"54721","axis spin"
"54723","gravitation redshift time-dilation"
"54724","systems level"
"54728","earth energy"
"54729",""
"54731","problem homework"
"54733","status string-theory"
"54734","shock induction"
"54735","compute electric-field gauss-law"
"54736","singularity black-hole"
"54738","rubber band heat"
"54739","constraint"
"54742","harmonic-oscillator quantum-harmonic magnetic-field"
"54745",""
"54748","black-holes"
"54749","pairs"
"54750","heat"
"54758","statistical-mechanics"
"54759","mechanics references solutions"
"54762","collapse black-hole"
"54765","range interactions"
"54766","silicon photon trace"
"54769","atoms inside-black black-hole"
"54772","black-hole"
"54778","delta-function dirac-delta"
"54780","solutions boundary-conditions"
"54781","quantum-physics"
"54789","ball electric-field field-inside"
"54792","function definition"
"54793","path work force"
"54794","fly speed"
"54796","induction"
"54801","medium speed-light"
"54803","layer coordinate transformation"
"54809","semiconductors charge"
"54812","function photon qed"
"54814","potential"
"54815",""
"54820","write law physics"
"54827","lattice phonon reciprocal-lattice"
"54832","travel future faster-speed speed-light"
"54835","double pendulum"
"54836","problem average"
"54842","question slit-experiment double-slit youngs-double"
"54843","lens focal-length"
"54846","singularities electric-field"
"54847","theory transfer maximum ac-circuit"
"54851","superposition"
"54854","qft equivalence qm"
"54855","quantum-measurement"
"54856","definition matter stress-energy energy-tensor"
"54860",""
"54861","photon"
"54865","principle"
"54868","problem"
"54869",""
"54870","matter energy"
"54871","explosion steam"
"54874","energy electrons orbit"
"54875","phase-difference"
"54886","entanglement quantum systems"
"54895","function angle"
"54896","quantum-states tensor-product"
"54900","scalar electric-potential"
"54901","acceleration water"
"54904","rod water charged-particles magnetic-field"
"54907","books gauge covariant-derivative"
"54912","forces"
"54915","question"
"54917","describe gravity effects spacetime-curvature"
"54924","type force"
"54936","material"
"54937","speed-light travelling-speed"
"54942","newtons coulomb gravitational-force"
"54944","strings curved-spacetime"
"54949","wave wave-packet"
"54950","physics"
"54957","lattice point reciprocal-lattice"
"54958","light distance long"
"54960","xray diffraction"
"54961","problem quantum-computing"
"54963","electrons emit time"
"54966","surface electric-force"
"54970","inflation"
"54971","reason"
"54975","deal quantum-entanglement"
"54979","solar-system escape-velocity"
"54985","acceleration mass tension"
"54988","strain material spacetime-curvature"
"54992","feynmans"
"54994","gate qubit"
"54995","charge fast current-flow"
"55001","particle point charge intensity quantum-field"
"55003","batteries"
"55006","observation dark-energy"
"55007","length parameter"
"55008","adscft basic-question"
"55011","particle cross hawking-radiation event-horizon"
"55012","dust force object"
"55013","adscft chemical-potential"
"55014","dust air static-electricity"
"55016","wire length produce magnetic-field"
"55017","question surface"
"55021","dynamics equations systems"
"55026","particles big-bang"
"55028","communication experiments interference effects mechanism"
"55031","quantum-field"
"55035","entanglement basis"
"55039","theory big-bang"
"55041","questions general-relativity"
"55042","bend"
"55044","qft dark-matter"
"55047","measurements electron-spin reaction-force"
"55048","law hookes-law"
"55053","tensors formulation"
"55055","mathematics physics mirror"
"55056","physics"
"55060","qm theories"
"55063","conservation particle theorem"
"55067","theory decay radiation forms singularity black-hole"
"55069","gravity expansion source dark-energy"
"55072","equation de-broglie"
"55074",""
"55075",""
"55082",""
"55084","relation number entropy-change"
"55086","heat"
"55087","magnet calculate"
"55091","smallest black-holes"
"55103","wavefunction temperature atom"
"55105","systems"
"55109","directions medium vacuum light-travel"
"55112","plasma temperature"
"55114","conductor"
"55116","volume greens-functions"
"55118","events time early-universe"
"55119","charge conductors"
"55120","universes edge"
"55130","length gas day"
"55131","angle rocket launch straight"
"55132","voltage electric-potential potential-difference"
"55143","earth black-hole"
"55144","methods"
"55146","angular-momentum"
"55147","em-waves waves-travel"
"55148","strings quantization"
"55152","definition field"
"55155","relationship vector time-evolution evolution-operator"
"55160","mass"
"55163","time"
"55164","model sigma times"
"55166","force"
"55169","calculate gases specific-heat heat-capacity"
"55176","motion lorentz-transformations time-dilation"
"55186","annihilation"
"55189","pressure moment"
"55190","coriolis-force"
"55194","cant speed-light"
"55195","collision perfectly"
"55198","photons energy"
"55204","physically charge"
"55205","increase evaporation surface-area"
"55207","objects forces"
"55213","gravity fundamental-forces"
"55214","energy equation system"
"55215","energy universes black-hole big-bang"
"55216","diffusion formulas drop water"
"55219","building method best"
"55222","black-hole"
"55226","method"
"55227","spectrum energy standard-model"
"55232","approximation vector optics unit"
"55237","equation"
"55242",""
"55243","definition density-states"
"55250","exponential"
"55252","torque angular-momentum momentum-conserved"
"55254","mirrors"
"55257","path satellite ground"
"55258","process"
"55259","versus vacuum air speed-object"
"55262","photons microwave-oven"
"55263","problem speed"
"55264","energy surface measure"
"55266","free-energy gibbs-free"
"55269","systems behavior"
"55270","qed local-gauge gauge-invariance"
"55273","start physics math classical-mechanics"
"55274","explanation forces point-charges"
"55276","power"
"55278","distance problem body"
"55288","term schrodinger-equation"
"55291","em"
"55297","confusion forces"
"55302","qubit problem"
"55304","close zero gravity forces"
"55307","potential-difference"
"55308",""
"55315","distance space time change speed-light"
"55318","energy interference"
"55321","differences bosons fermions"
"55324","derivation equation question solution symmetry-breaking"
"55331","process heat change internal-energy"
"55333","gravity quantization quantum-theory"
"55338","car drive range vehicle"
"55339","reaction pressure radiation"
"55340",""
"55347","curvature-spacetime"
"55348",""
"55350","ways"
"55358","matter quantum-gravity loop-quantum"
"55366","slower conductor well electromagnetic-waves waves-travel"
"55372","wave"
"55377","visible-light em-waves"
"55380","quantum-teleportation"
"55387","flow friction"
"55391","derivation gaussian factor heisenberg-uncertainty uncertainty-principle"
"55392","confusion greens-function boundary-conditions"
"55393","photons experience time"
"55394","spacetime"
"55395","difference electromagnetic-wave electric-fields"
"55400","film"
"55402","infinite ladder version cable"
"55404","mathematically angular-momentum"
"55408","distance horizon"
"55410","langle electrons simple-harmonic harmonic-oscillator"
"55411","speed moon"
"55412","force average potential-energy"
"55417","derive power zero volume source charge equations"
"55421","planck"
"55423","car static-friction body-diagram free-body"
"55425","error reality relative-velocity"
"55426","diagram flow"
"55431","strings"
"55434","number strings elementary-particles"
"55435","solution solutions general-relativity"
"55440","universe strings"
"55443","maxwell stress-tensor magnetic-field"
"55444","earth moves"
"55447","dirac notation wave-function"
"55452","states"
"55458",""
"55463","action difference"
"55467",""
"55468","mass higgs-field"
"55474","observables time correlation"
"55475","physics help-understanding"
"55480","moves faster determine moon"
"55481","fields constraints maxwells-equations"
"55483","theory"
"55484","angle"
"55487","gravitational-potential binding-energy"
"55491","difference smallest"
"55494","environment"
"55495","pair bar metal"
"55496","equivalence general-relativity"
"55498","carbon conductor form"
"55508","idea energy-states negative-energy"
"55512","state star pure"
"55513","sum charge bound proton"
"55516","theory particle well number electrons elementary-particles"
"55517","model phi interaction analysis"
"55518","symmetries"
"55520","frequency time-dilation"
"55525","scaling energy partition-function"
"55526","force lines"
"55532","equation"
"55533","dirac"
"55534","graph physical-interpretation current-voltage"
"55536","earths cold"
"55537","spring surface frictionless newtons-third third-law"
"55543","resistance relationship voltage-drop"
"55547","amplitudes methods calculations renormalization-group"
"55550","fields motivation study"
"55553","energy momentum level"
"55554","pole photon"
"55560","quantum-number spin-particle"
"55565","ball gauss field uniformly-charged"
"55569","problem heat-transfer"
"55570","state structures space"
"55578","algebra"
"55580","paper second-quantization"
"55581","supersymmetry"
"55582","matrices density"
"55584","partition gas boson"
"55588","length ray calculate height"
"55592","signal"
"55598","estimate number"
"55599","car satellite signal"
"55603","distance work"
"55612","vehicle"
"55622","schrodinger-equation"
"55623","sphere wave-equation"
"55624","position electrons momentum"
"55629","diffusion equation"
"55631","thrust center space"
"55633","calculate number glass falling-object"
"55637","coordinates poisson constraints poisson-brackets"
"55638","condition orbit"
"55641","decoherence operators density"
"55643","point charged-sphere electric-potential"
"55650","pendulum"
"55656","light nature"
"55658",""
"55660","stressenergy-tensor einstein-field field-equations"
"55663","commutator angular-momentum"
"55665","stability plasma"
"55669","increase exactly"
"55670","acceleration average equation-motion"
"55671","quantum help"
"55673","transition"
"55674","fourier-transform"
"55679",""
"55680",""
"55682","violation particle lorentz-invariance"
"55683","signal edge solar-system"
"55686","redshift black-hole"
"55687","causality quantum-field field-theory"
"55688","earth"
"55692","imaginary-time string-theory"
"55695","harmonics expansion lattice"
"55696","apply gate"
"55698","role wave"
"55699","acceleration velocity vector direction"
"55707","wave integration wave-packet"
"55711","spin black-hole"
"55717","signal collision inflation"
"55719","experiment"
"55721","cosmology"
"55722","sun black-hole"
"55723","wavefunction potentials"
"55731","affect time"
"55733","differences delta-function"
"55736","gradient electric-potential"
"55740","commutator derivatives"
"55743","water rotating structure"
"55745","atom excited-state"
"55747","principles quantum-mechanics"
"55751","forms differential interpretation"
"55754","question"
"55755","laser limits lasers wavelength free-electron"
"55760","implications theory"
"55765","energy"
"55767","field role moon"
"55768","light cant"
"55770","potential-energy special-relativity"
"55773","derivatives operators"
"55774","static-friction work-energy"
"55776","direction black-holes"
"55778","renormalization-group"
"55779","ice"
"55784","functions cant schwarzschild-metric"
"55785","definition macroscopic statistical-mechanics"
"55787","models surfaces sigma"
"55790","solution blackbody-radiation"
"55793","diffraction metals"
"55796","objects detect"
"55808","amplitudes"
"55809","average-velocity"
"55810","problems solve basic string-theory"
"55814","explanation dipole"
"55817","visible-light"
"55820","principle"
"55824","video dimension"
"55826","flow wave-propagation"
"55829","glass time"
"55833",""
"55834","relation tensors"
"55836",""
"55846","water horizontal surface"
"55849","speed electric-potential potential-energy"
"55850","ball violate air uncertainty-principle"
"55856","law plancks"
"55857","surfaces material perfectly"
"55860","qft vacuum fluctuations energy-conservation uncertainty-principle"
"55861","motion integrals constants"
"55863","coefficient pressure flow"
"55869","faster-light travel-faster"
"55880","geometry"
"55884","coordinate reaction function positions"
"55885","lower temperature universe-expanding"
"55887","circuits capacitor light-bulb"
"55889","future fact"
"55894","charges electric-field field-strength"
"55898","earth age"
"55901","ball weight"
"55903","surface earth newtons-third third-law law-motion"
"55905","book"
"55908","lagrange significance statistical-mechanics"
"55911","year"
"55912","material particle number"
"55918","manifold newtonian-gravity"
"55919","angular-momentum"
"55920","molecular-dynamics phase-transition"
"55922",""
"55934","differences physics particle-box quantum-theory"
"55935","motion pendulum"
"55939","wheel"
"55944","thermodynamics electromagnetic-fields"
"55946","pressure"
"55948","dont voltage-drop"
"55954","pressure flow"
"55955","impact force"
"55960","signal differences"
"55961","quantum quantum-computers"
"55962","energy frequency"
"55963","random ising-model"
"55964","photons force"
"55965","quantum-entanglement"
"55976","source energy"
"55979","collision"
"55981","system spring"
"55983","data"
"55984","box probability"
"55990","bulb circuit long series"
"55991","matter properties"
"55993","particles mass greater"
"55995","energy spring"
"55996","photons force"
"56001","laser theory gamma-ray"
"56005","change proton"
"56014","circuits resistor resistance"
"56021","explosion"
"56024","invariance schrodinger-equation"
"56027",""
"56028",""
"56032","water"
"56037","vector poynting-vector"
"56041","equation hydrogen"
"56046","pressure pass"
"56047","properties quantum-entanglement"
"56053","operators infinitely"
"56054","resonance people boseeinstein-condensate"
"56056","work"
"56059","water heat"
"56060","state density-matrix"
"56062","law conservation-energy"
"56064","point simulation limit model difference renormalization-group"
"56067","theory stress-tensor"
"56068","disc create"
"56070","operator problem approach path-integral"
"56073","functions"
"56074","wire"
"56076","screen materials properties"
"56078","direction lorentz terms matrix"
"56079","pulley balloon point"
"56081","operator qm time"
"56082","pipe glass"
"56086","energy"
"56094","proton barrier coulomb evaporation"
"56097","parameter equation-state dark-energy"
"56102","approximation"
"56103","matter nature"
"56106","radiation"
"56107","approximation coordinates respect"
"56109","distance electron proton"
"56114","object"
"56116","equation euler"
"56117","application"
"56119","quantum-mechanics"
"56126","ac generator induced-emf"
"56127","models vector higgs"
"56133","measurements background-radiation"
"56135","possibility time-travel"
"56141","density radius dark-matter"
"56144","light-waves"
"56148","space states-quantum quantum-mechanics"
"56150","calculation dimensional cant"
"56151","quantum mechanics transition"
"56158",""
"56160","correction error"
"56162","particles"
"56167","spring-constant"
"56169","electrons"
"56170","heisenberg-uncertainty absolute-zero uncertainty-principle"
"56173","scale friction"
"56174","strength superconductor magnetic-field"
"56175","water column"
"56176","operator domain"
"56179","transition notation"
"56185","planet space sun energy curve"
"56187","larger rest-mass binding-energy"
"56188",""
"56190","operator product commutation expansion"
"56200","absorption cross"
"56202","solar-system"
"56211","chernsimons degrees-freedom"
"56213","cut power light-bulb"
"56218","magnets coulombs-law"
"56226","moments point"
"56228","operator"
"56229","transition hydrogen-atom"
"56233","influence electric-field charged-particles"
"56237","definition momentum"
"56238","cylinder area surface plane"
"56239","earth energy half"
"56240",""
"56241","conductivity"
"56243","motion imply formulation"
"56245","earth"
"56249","compression generator"
"56252","intensity radiation dipole fall"
"56256","theory"
"56260","vortex determine"
"56261","three dimensions feynman-diagrams"
"56265","angle point trajectory pass"
"56269","maxwell tensor einstein"
"56274","shift em-waves"
"56276",""
"56277","energy"
"56278","sun energy planets"
"56279","help units fuel"
"56285","particle vacuum"
"56286","spring time lose-energy"
"56293","mathematical difference theoretical-physics"
"56295","model symmetry-breaking spontaneous-symmetry"
"56296","photon pair-production"
"56299","junction pn-junction"
"56302","speed-light angular-velocity"
"56308","sum"
"56312","system bullet"
"56315","scale mirrors"
"56319","travels"
"56320","t"
"56323","theorem"
"56324","identity gauge-theory"
"56326","electron voltage"
"56332","maxwell conservation tensor"
"56336","plane waves"
"56338","direction wave-propagation"
"56339","permittivity"
"56340","electron positron pair-production"
"56341","explanation pendulum"
"56345","beta notation"
"56346","charges forces"
"56347","energy deflection moving-object"
"56355","universe antimatter"
"56357","rate time changes"
"56358","faradays-law magnetic-monopoles"
"56359","confinement relation potential-energy quantum-mechanical"
"56363","times"
"56373","quantum difference methods monte-carlo"
"56374","light-source"
"56375","radius"
"56376","observer black-hole falling-black"
"56378","electricity cell"
"56384","differences planes measure"
"56388",""
"56389",""
"56394","influence path charged-particle magnetic-field"
"56399","fields modes fermion"
"56403","silicon gap"
"56404","age-universe"
"56406","units formula"
"56417","life half nuclear-fission"
"56421","simple graph"
"56424","trajectory"
"56430","smaller curvature-spacetime"
"56432","correction viscosity sphere determine law"
"56434","points"
"56442","frames force"
"56443","approximation principle"
"56444","action perturbation-theory"
"56446","area"
"56447","spin depend"
"56448","gas number degrees-freedom"
"56455","measurement"
"56459","field equations klein-gordon"
"56460","radiation light-waves"
"56463","question contraction metric-tensor"
"56468","plane maxwell-equations"
"56472","force friction change constant-speed moving-object"
"56473","collapse system increase wave-function"
"56481","surface objects proof"
"56482","feynman integrals"
"56483",""
"56489","newtons-law"
"56493","random quantum-system"
"56494","rotate degrees pendulum"
"56496",""
"56498","curvature"
"56499","maxwells plane-wave"
"56502","isnt proof probability-current current-density"
"56504","relations"
"56505","formalism riemann-tensor"
"56508","capacitor analogy"
"56510",""
"56515","galaxies doppler redshift"
"56517","space qft spectrum quantization field state operator"
"56518","doesnt break quantum-entanglement"
"56520","vacuum symmetry-breaking spontaneous-symmetry"
"56523","ball"
"56524","quarks"
"56525","colors"
"56529","relation commutation"
"56530","planck theory"
"56531","charged-particles"
"56536","semiconductor electron"
"56541","emission"
"56545",""
"56548","forms"
"56550","eye power"
"56551","manifold fourier-transform"
"56552","friction circular-motion"
"56553","newtons-law"
"56555","source charge power"
"56557",""
"56560","state pure example density-matrix real-life"
"56561","order determine"
"56562","pendulum"
"56563","ball measure high-speed"
"56565","induction"
"56574",""
"56576","heat type pump"
"56577","dont gravitational-waves"
"56579","inclined-plane"
"56580","absorption lines spectrum"
"56582","electrodynamics photon electron quantum"
"56586","state"
"56588","coherent waves"
"56589","mass"
"56593","time gravity laws"
"56595","velocity pairs projectile"
"56598","chernsimons-theory gauge-invariance"
"56606","stress forces"
"56608","states photon superposition"
"56617","fields microscopic inside-conductor"
"56619","density correlation eigenvalues matrices"
"56620",""
"56622","acceleration sign special-relativity"
"56623","wavelengths em-waves"
"56624","equation"
"56626","sources field"
"56633","earth energy"
"56640","mirror"
"56641","earth limit"
"56647","mass higgs-boson"
"56649","coefficient water thermal-expansion"
"56651","space"
"56652","cloud"
"56653","waves"
"56657","equation-motion"
"56661","scalar-field field-theory"
"56663","variables exactly"
"56665","quantum quantization space angular-momentum"
"56666","drop force material properties shock"
"56671","sign dirac-equation"
"56673","equation systems"
"56675","peak"
"56677","inflation perturbation tensor"
"56684","resistor voltage"
"56685","potential-energy"
"56686",""
"56691","question tensor"
"56698","qft"
"56700","properties quantum-entanglement"
"56705","doesnt edge"
"56707","physics classical"
"56708","wave"
"56711","core air"
"56713","wires magnetic-fields"
"56717","charge relationship"
"56723","energy lightning"
"56726","pattern ice"
"56728","situation airplane"
"56729","delta"
"56733","paper error"
"56738","operator field schroedinger-equation picture"
"56745","simple-pendulum simple-harmonic harmonic-oscillator"
"56748","eigenvalues transformation change order"
"56751","units buoyancy"
"56753","circular-motion"
"56757","system pauli-matrices"
"56766","application thermodynamics"
